NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
LATE PHASE OF HIV LIFE CYCLE%REACTOME DATABASE ID RELEASE 61%162599	LATE PHASE OF HIV LIFE CYCLE%REACTOME DATABASE ID RELEASE 61%162599		120	-0.5190226	-1.901933	0.0	0.0011921956	0.239	4575	tags=48%, list=30%, signal=69%	
NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009124	NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009124		48	-0.609518	-1.9013296	0.0	0.0012063957	0.241	2654	tags=52%, list=17%, signal=63%	
POSITIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903322	POSITIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903322		167	-0.51016855	-1.9007134	0.0	0.001215724	0.244	3172	tags=41%, list=21%, signal=51%	
CRISTAE FORMATION%GOBP%GO:0042407	CRISTAE FORMATION%GOBP%GO:0042407		24	-0.70853055	-1.9000356	0.0	0.0012299418	0.247	2480	tags=71%, list=16%, signal=85%	
NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION%REACTOME%R-HSA-5250941.1	NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION%REACTOME%R-HSA-5250941.1		80	-0.563187	-1.9000165	0.0	0.0012262147	0.247	3307	tags=41%, list=22%, signal=52%	
HDR THROUGH HOMOLOGOUS RECOMBINATION (HR) OR SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 61%5693567	HDR THROUGH HOMOLOGOUS RECOMBINATION (HR) OR SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 61%5693567		106	-0.53430414	-1.8984019	0.0	0.0012488945	0.251	5226	tags=71%, list=34%, signal=107%	
CHROMATIN ASSEMBLY OR DISASSEMBLY%GOBP%GO:0006333	CHROMATIN ASSEMBLY OR DISASSEMBLY%GOBP%GO:0006333		105	-0.5461464	-1.8946677	0.0	0.001362939	0.273	3307	tags=42%, list=22%, signal=53%	
ENERGY COUPLED PROTON TRANSPORT, DOWN ELECTROCHEMICAL GRADIENT%GOBP%GO:0015985	ENERGY COUPLED PROTON TRANSPORT, DOWN ELECTROCHEMICAL GRADIENT%GOBP%GO:0015985		22	-0.7355064	-1.8943812	0.0	0.0013676832	0.275	2480	tags=73%, list=16%, signal=87%	
CYTOCHROME COMPLEX ASSEMBLY%GOBP%GO:0017004	CYTOCHROME COMPLEX ASSEMBLY%GOBP%GO:0017004		16	-0.7931614	-1.8942869	0.0	0.0013635884	0.275	2151	tags=63%, list=14%, signal=73%	
GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR (GG-NER)%REACTOME DATABASE ID RELEASE 61%5696399	GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR (GG-NER)%REACTOME DATABASE ID RELEASE 61%5696399		84	-0.54140574	-1.8923662	0.0	0.0014031858	0.283	4506	tags=54%, list=30%, signal=76%	
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%R-HSA-1799339.1	SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%R-HSA-1799339.1		108	-0.5305199	-1.8900213	0.0	0.0014206159	0.287	5862	tags=64%, list=39%, signal=103%	
NEGATIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032480	NEGATIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032480		42	-0.62606585	-1.8885014	0.0	0.0014680917	0.296	2829	tags=38%, list=19%, signal=47%	
REGULATION OF RAS BY GAPS%REACTOME%R-HSA-5658442.1	REGULATION OF RAS BY GAPS%REACTOME%R-HSA-5658442.1		65	-0.5834354	-1.8874528	0.0	0.0015198505	0.304	2113	tags=45%, list=14%, signal=52%	
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME DATABASE ID RELEASE 61%5685942	HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME DATABASE ID RELEASE 61%5685942		59	-0.589907	-1.8871168	0.0	0.0015282055	0.306	5223	tags=76%, list=34%, signal=116%	
HIV LIFE CYCLE%REACTOME DATABASE ID RELEASE 61%162587	HIV LIFE CYCLE%REACTOME DATABASE ID RELEASE 61%162587		133	-0.52374953	-1.8861268	0.0	0.0015533301	0.31	4418	tags=47%, list=29%, signal=66%	
SNRNP ASSEMBLY%REACTOME%R-HSA-191859.3	SNRNP ASSEMBLY%REACTOME%R-HSA-191859.3		47	-0.607305	-1.8853004	0.0	0.0015703938	0.315	4418	tags=62%, list=29%, signal=87%	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION IN RESPONSE TO STRESS%GOBP%GO:0043620	REGULATION OF DNA-TEMPLATED TRANSCRIPTION IN RESPONSE TO STRESS%GOBP%GO:0043620		109	-0.5260653	-1.8843764	0.0	0.0015784053	0.318	2269	tags=34%, list=15%, signal=40%	
CLEAVAGE OF GROWING TRANSCRIPT IN THE TERMINATION REGION%REACTOME DATABASE ID RELEASE 61%109688	CLEAVAGE OF GROWING TRANSCRIPT IN THE TERMINATION REGION%REACTOME DATABASE ID RELEASE 61%109688		52	-0.58619016	-1.8842944	0.0	0.0015823222	0.318	3804	tags=48%, list=25%, signal=64%	
G2 M DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 61%69473	G2 M DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 61%69473		75	-0.56400263	-1.8842803	0.0	0.0015777225	0.318	3902	tags=52%, list=26%, signal=70%	
NUCLEAR DIVISION%GOBP%GO:0000280	NUCLEAR DIVISION%GOBP%GO:0000280		180	-0.48849398	-1.8841056	0.0	0.0015731492	0.318	3987	tags=47%, list=26%, signal=63%	
RNA 3'-END PROCESSING%GOBP%GO:0031123	RNA 3'-END PROCESSING%GOBP%GO:0031123		85	-0.54013044	-1.8839272	0.0	0.0015728783	0.319	3809	tags=44%, list=25%, signal=58%	
DNA SYNTHESIS INVOLVED IN DNA REPAIR%GOBP%GO:0000731	DNA SYNTHESIS INVOLVED IN DNA REPAIR%GOBP%GO:0000731		66	-0.57901245	-1.8818218	0.0	0.0016316124	0.329	2731	tags=39%, list=18%, signal=48%	
CYTOSOLIC SENSORS OF PATHOGEN-ASSOCIATED DNA%REACTOME%R-HSA-1834949.1	CYTOSOLIC SENSORS OF PATHOGEN-ASSOCIATED DNA%REACTOME%R-HSA-1834949.1		66	-0.5706268	-1.8811861	0.0	0.0016476811	0.332	2829	tags=36%, list=19%, signal=44%	
REGULATION OF INTERFERON-GAMMA-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060334	REGULATION OF INTERFERON-GAMMA-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060334		17	-0.75597817	-1.8798833	0.0	0.0016595058	0.336	524	tags=35%, list=3%, signal=37%	
POSITIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000108	POSITIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000108		18	-0.7584444	-1.8758568	0.0	0.0017252563	0.349	1444	tags=50%, list=10%, signal=55%	
BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY	BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY		21	-0.7320565	-1.8730899	0.0	0.0017615204	0.356	1242	tags=38%, list=8%, signal=41%	
POST-ELONGATION PROCESSING OF THE TRANSCRIPT%REACTOME%R-HSA-76044.2	POST-ELONGATION PROCESSING OF THE TRANSCRIPT%REACTOME%R-HSA-76044.2		52	-0.58619016	-1.8726168	0.0	0.0017648935	0.358	3804	tags=48%, list=25%, signal=64%	
POSITIVE REGULATION OF PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903052	POSITIVE REGULATION OF PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903052		151	-0.4967998	-1.870739	0.0	0.0018295767	0.371	3383	tags=44%, list=22%, signal=56%	
PID_IFNG_PATHWAY%MSIGDB_C2%PID_IFNG_PATHWAY	PID_IFNG_PATHWAY%MSIGDB_C2%PID_IFNG_PATHWAY		38	-0.62877136	-1.869505	0.0	0.0018405849	0.375	410	tags=18%, list=3%, signal=19%	
REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910	REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910		29	-0.67733973	-1.868416	0.0	0.001884385	0.384	2383	tags=45%, list=16%, signal=53%	
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY		39	-0.6297415	-1.8651477	0.0	0.0019684117	0.394	2640	tags=46%, list=17%, signal=56%	
ISG15 ANTIVIRAL MECHANISM%REACTOME DATABASE ID RELEASE 61%1169408	ISG15 ANTIVIRAL MECHANISM%REACTOME DATABASE ID RELEASE 61%1169408		66	-0.5814437	-1.8641392	0.0	0.0019791124	0.396	972	tags=26%, list=6%, signal=27%	
REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GOBP%GO:0050691	REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GOBP%GO:0050691		20	-0.7244881	-1.8626771	0.0	0.0020218887	0.405	1053	tags=35%, list=7%, signal=38%	
ACTIVATION OF E2F1 TARGET GENES AT G1 S%REACTOME DATABASE ID RELEASE 61%539107	ACTIVATION OF E2F1 TARGET GENES AT G1 S%REACTOME DATABASE ID RELEASE 61%539107		26	-0.6872591	-1.8621931	0.0	0.0020242636	0.406	4202	tags=77%, list=28%, signal=106%	
BIOCARTA_CTLA4_PATHWAY%MSIGDB_C2%BIOCARTA_CTLA4_PATHWAY	BIOCARTA_CTLA4_PATHWAY%MSIGDB_C2%BIOCARTA_CTLA4_PATHWAY		18	-0.73914903	-1.8616672	0.0	0.002030571	0.406	1592	tags=61%, list=10%, signal=68%	
POSTREPLICATION REPAIR%GOBP%GO:0006301	POSTREPLICATION REPAIR%GOBP%GO:0006301		50	-0.58882785	-1.8598437	0.0	0.0020897193	0.418	2731	tags=40%, list=18%, signal=49%	
RECOGNITION OF DNA DAMAGE BY PCNA-CONTAINING REPLICATION COMPLEX%REACTOME%R-HSA-110314.1	RECOGNITION OF DNA DAMAGE BY PCNA-CONTAINING REPLICATION COMPLEX%REACTOME%R-HSA-110314.1		29	-0.6780354	-1.8594711	0.0	0.0020957703	0.418	2640	tags=55%, list=17%, signal=67%	
NUCLEIC ACID TRANSPORT%GOBP%GO:0050657	NUCLEIC ACID TRANSPORT%GOBP%GO:0050657		122	-0.5080451	-1.858937	0.0	0.0020939645	0.419	4174	tags=45%, list=27%, signal=62%	
ABC-FAMILY PROTEINS MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 61%382556	ABC-FAMILY PROTEINS MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 61%382556		93	-0.5416863	-1.858439	0.0	0.0021041473	0.421	3365	tags=47%, list=22%, signal=60%	
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0043618	REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0043618		103	-0.5249923	-1.8572019	0.0	0.0021579084	0.43	2261	tags=34%, list=15%, signal=40%	
DNA DOUBLE-STRAND BREAK REPAIR%REACTOME DATABASE ID RELEASE 61%5693532	DNA DOUBLE-STRAND BREAK REPAIR%REACTOME DATABASE ID RELEASE 61%5693532		140	-0.49840844	-1.8515748	0.0	0.0023616115	0.458	3285	tags=41%, list=22%, signal=52%	
VIRAL TRANSCRIPTION%GOBP%GO:0019083	VIRAL TRANSCRIPTION%GOBP%GO:0019083		109	-0.50988495	-1.8512487	0.0	0.0023630622	0.459	5676	tags=60%, list=37%, signal=95%	
PID_FANCONI_PATHWAY%MSIGDB_C2%PID_FANCONI_PATHWAY	PID_FANCONI_PATHWAY%MSIGDB_C2%PID_FANCONI_PATHWAY		43	-0.6034599	-1.8477453	0.0	0.0025255743	0.479	2640	tags=47%, list=17%, signal=56%	
CAP-DEPENDENT TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 61%72737	CAP-DEPENDENT TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 61%72737		115	-0.5098556	-1.847478	0.0	0.0025343192	0.481	5862	tags=63%, list=39%, signal=101%	
NON-CODING RNA METABOLISM%REACTOME DATABASE ID RELEASE 61%194441	NON-CODING RNA METABOLISM%REACTOME DATABASE ID RELEASE 61%194441		47	-0.607305	-1.8466462	0.0	0.0025704198	0.487	4418	tags=62%, list=29%, signal=87%	
T CELL COSTIMULATION%GOBP%GO:0031295	T CELL COSTIMULATION%GOBP%GO:0031295		57	-0.5692535	-1.845651	0.0	0.0026025872	0.493	1592	tags=42%, list=10%, signal=47%	
ESTABLISHMENT OF RNA LOCALIZATION%GOBP%GO:0051236	ESTABLISHMENT OF RNA LOCALIZATION%GOBP%GO:0051236		124	-0.49703732	-1.8455722	0.0	0.0025994738	0.494	4418	tags=47%, list=29%, signal=65%	
FORMATION OF ATP BY CHEMIOSMOTIC COUPLING%REACTOME%R-HSA-163210.2	FORMATION OF ATP BY CHEMIOSMOTIC COUPLING%REACTOME%R-HSA-163210.2		16	-0.7704014	-1.84449	0.0	0.0026317264	0.501	2480	tags=81%, list=16%, signal=97%	
RIBOSOMAL LARGE SUBUNIT BIOGENESIS%GOBP%GO:0042273	RIBOSOMAL LARGE SUBUNIT BIOGENESIS%GOBP%GO:0042273		62	-0.5683	-1.8423362	0.0	0.0027219397	0.512	4063	tags=47%, list=27%, signal=64%	
NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009142	NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009142		38	-0.6146447	-1.840647	0.0	0.0027723936	0.522	2654	tags=58%, list=17%, signal=70%	
IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0016064	IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0016064		22	-0.6820997	-1.8396329	0.0	0.0028149358	0.526	2929	tags=59%, list=19%, signal=73%	
RNA POLYMERASE II TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 61%73856	RNA POLYMERASE II TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 61%73856		52	-0.58619016	-1.8378812	0.0	0.0028992842	0.534	3804	tags=48%, list=25%, signal=64%	
ATP-DEPENDENT CHROMATIN REMODELING%GOBP%GO:0043044	ATP-DEPENDENT CHROMATIN REMODELING%GOBP%GO:0043044		59	-0.5634552	-1.8348612	0.0	0.0030103773	0.546	2517	tags=42%, list=17%, signal=51%	
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001267	REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001267		18	-0.73752874	-1.8300537	0.0028735632	0.0032614288	0.574	353	tags=28%, list=2%, signal=28%	
ORGANELLE FISSION%GOBP%GO:0048285	ORGANELLE FISSION%GOBP%GO:0048285		200	-0.4724087	-1.8280071	0.0	0.0033566705	0.584	3987	tags=46%, list=26%, signal=61%	
TRAF6 MEDIATED IRF7 ACTIVATION%REACTOME%R-HSA-933541.1	TRAF6 MEDIATED IRF7 ACTIVATION%REACTOME%R-HSA-933541.1		19	-0.74702424	-1.8278947	0.0023923444	0.0033516595	0.584	542	tags=32%, list=4%, signal=33%	
G0 AND EARLY G1%REACTOME DATABASE ID RELEASE 61%1538133	G0 AND EARLY G1%REACTOME DATABASE ID RELEASE 61%1538133		27	-0.6564453	-1.827128	0.0	0.0033848642	0.589	4202	tags=70%, list=28%, signal=97%	
GTP HYDROLYSIS AND JOINING OF THE 60S RIBOSOMAL SUBUNIT%REACTOME DATABASE ID RELEASE 61%72706	GTP HYDROLYSIS AND JOINING OF THE 60S RIBOSOMAL SUBUNIT%REACTOME DATABASE ID RELEASE 61%72706		108	-0.50091594	-1.8246744	0.0	0.0034782584	0.596	5862	tags=61%, list=39%, signal=99%	
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703	REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703		85	-0.52425534	-1.8244796	0.0	0.003483849	0.599	2383	tags=34%, list=16%, signal=40%	
IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY	IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY		41	-0.6158082	-1.8243145	0.0034482758	0.0034785601	0.599	410	tags=17%, list=3%, signal=17%	
RESPONSE TO INTERFERON-BETA%GOBP%GO:0035456	RESPONSE TO INTERFERON-BETA%GOBP%GO:0035456		17	-0.74769545	-1.823572	0.0	0.003507083	0.602	3057	tags=71%, list=20%, signal=88%	
LYMPHOCYTE COSTIMULATION%GOBP%GO:0031294	LYMPHOCYTE COSTIMULATION%GOBP%GO:0031294		58	-0.5664374	-1.8226714	0.0	0.0035880757	0.615	1592	tags=41%, list=10%, signal=46%	
TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRON-CONTAINING TRANSCRIPT%REACTOME DATABASE ID RELEASE 61%159236	TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRON-CONTAINING TRANSCRIPT%REACTOME DATABASE ID RELEASE 61%159236		54	-0.57370496	-1.8219385	0.0	0.0036163863	0.621	4418	tags=54%, list=29%, signal=75%	
ATTACHMENT OF SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:0008608	ATTACHMENT OF SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:0008608		15	-0.7645085	-1.821851	0.0	0.003610787	0.621	1666	tags=60%, list=11%, signal=67%	
G1 S-SPECIFIC TRANSCRIPTION%REACTOME%R-HSA-69205.2	G1 S-SPECIFIC TRANSCRIPTION%REACTOME%R-HSA-69205.2		26	-0.6872591	-1.8213537	0.0	0.0036125216	0.623	4202	tags=77%, list=28%, signal=106%	
NONSENSE MEDIATED DECAY (NMD) INDEPENDENT OF THE EXON JUNCTION COMPLEX (EJC)%REACTOME DATABASE ID RELEASE 61%975956	NONSENSE MEDIATED DECAY (NMD) INDEPENDENT OF THE EXON JUNCTION COMPLEX (EJC)%REACTOME DATABASE ID RELEASE 61%975956		91	-0.5106445	-1.8213166	0.0	0.0036032822	0.623	5676	tags=59%, list=37%, signal=94%	
COSTIMULATION BY THE CD28 FAMILY%REACTOME DATABASE ID RELEASE 61%388841	COSTIMULATION BY THE CD28 FAMILY%REACTOME DATABASE ID RELEASE 61%388841		62	-0.5725351	-1.8211019	0.0	0.0036090761	0.625	3243	tags=48%, list=21%, signal=61%	
RNA TRANSPORT%GOBP%GO:0050658	RNA TRANSPORT%GOBP%GO:0050658		122	-0.5080451	-1.8209091	0.0	0.0036035392	0.626	4174	tags=45%, list=27%, signal=62%	
EUKARYOTIC TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 61%72613	EUKARYOTIC TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 61%72613		115	-0.5098556	-1.8204657	0.0	0.0036271312	0.631	5862	tags=63%, list=39%, signal=101%	
PROTEIN SUMOYLATION%GOBP%GO:0016925	PROTEIN SUMOYLATION%GOBP%GO:0016925		64	-0.5470674	-1.8200967	0.0	0.0036364717	0.632	4495	tags=45%, list=30%, signal=64%	
TRNA AMINOACYLATION%GOBP%GO:0043039	TRNA AMINOACYLATION%GOBP%GO:0043039		47	-0.57493114	-1.8197699	0.0	0.0036381383	0.633	4281	tags=51%, list=28%, signal=71%	
RNA LOCALIZATION%GOBP%GO:0006403	RNA LOCALIZATION%GOBP%GO:0006403		142	-0.49093395	-1.8191181	0.0	0.0036687008	0.635	4530	tags=47%, list=30%, signal=67%	
RNA POLYMERASE II HIV PROMOTER ESCAPE%REACTOME DATABASE ID RELEASE 61%167162	RNA POLYMERASE II HIV PROMOTER ESCAPE%REACTOME DATABASE ID RELEASE 61%167162		45	-0.5880022	-1.8180431	0.0	0.0037249422	0.642	2799	tags=40%, list=18%, signal=49%	
AMINO ACID ACTIVATION%GOBP%GO:0043038	AMINO ACID ACTIVATION%GOBP%GO:0043038		47	-0.57493114	-1.8176335	0.0	0.0037373966	0.645	4281	tags=51%, list=28%, signal=71%	
NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY%GOBP%GO:0070423	NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY%GOBP%GO:0070423		25	-0.66930336	-1.8173441	0.0028735632	0.003742749	0.646	2452	tags=40%, list=16%, signal=48%	
RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009156	RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009156		45	-0.5946933	-1.8171769	0.0	0.003740738	0.648	2654	tags=51%, list=17%, signal=62%	
RNA POLYMERASE II PROMOTER ESCAPE%REACTOME DATABASE ID RELEASE 61%73776	RNA POLYMERASE II PROMOTER ESCAPE%REACTOME DATABASE ID RELEASE 61%73776		45	-0.5880022	-1.8171113	0.003717472	0.003735151	0.648	2799	tags=40%, list=18%, signal=49%	
RNA POLYMERASE II TRANSCRIPTION INITIATION AND PROMOTER CLEARANCE%REACTOME%R-HSA-76042.2	RNA POLYMERASE II TRANSCRIPTION INITIATION AND PROMOTER CLEARANCE%REACTOME%R-HSA-76042.2		45	-0.5880022	-1.8168188	0.0	0.0037438248	0.651	2799	tags=40%, list=18%, signal=49%	
ANATOMICAL STRUCTURE HOMEOSTASIS%GOBP%GO:0060249	ANATOMICAL STRUCTURE HOMEOSTASIS%GOBP%GO:0060249		152	-0.48282242	-1.816365	0.0	0.0037630307	0.652	2687	tags=32%, list=18%, signal=38%	
AEROBIC RESPIRATION%GOBP%GO:0009060	AEROBIC RESPIRATION%GOBP%GO:0009060		42	-0.60764956	-1.81628	0.0	0.0037537394	0.652	5061	tags=76%, list=33%, signal=114%	
B CELL MEDIATED IMMUNITY%GOBP%GO:0019724	B CELL MEDIATED IMMUNITY%GOBP%GO:0019724		23	-0.6927975	-1.8152919	0.0	0.0037835236	0.657	2929	tags=61%, list=19%, signal=75%	
REGULATION OF T CELL ACTIVATION%GOBP%GO:0050863	REGULATION OF T CELL ACTIVATION%GOBP%GO:0050863		188	-0.46867535	-1.8150374	0.0	0.0037884142	0.659	2603	tags=43%, list=17%, signal=51%	
PROTEIN TARGETING TO ER%GOBP%GO:0045047	PROTEIN TARGETING TO ER%GOBP%GO:0045047		96	-0.51558465	-1.8146288	0.0	0.0037898608	0.66	5862	tags=64%, list=39%, signal=103%	
RIBOSOMAL SMALL SUBUNIT BIOGENESIS%GOBP%GO:0042274	RIBOSOMAL SMALL SUBUNIT BIOGENESIS%GOBP%GO:0042274		61	-0.56566906	-1.8138167	0.0	0.0038090618	0.663	4212	tags=54%, list=28%, signal=75%	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0072599	ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0072599		100	-0.5118483	-1.8114363	0.0	0.003934107	0.675	5862	tags=61%, list=39%, signal=99%	
HIV TRANSCRIPTION INITIATION%REACTOME DATABASE ID RELEASE 61%167161	HIV TRANSCRIPTION INITIATION%REACTOME DATABASE ID RELEASE 61%167161		45	-0.5880022	-1.809897	0.0	0.0040263673	0.686	2799	tags=40%, list=18%, signal=49%	
PROTEIN UBIQUITINATION%REACTOME DATABASE ID RELEASE 61%8852135	PROTEIN UBIQUITINATION%REACTOME DATABASE ID RELEASE 61%8852135		68	-0.5339295	-1.8073876	0.0	0.0041539157	0.691	3502	tags=37%, list=23%, signal=48%	
DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009264	DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009264		18	-0.72804016	-1.8070718	0.0	0.004175878	0.692	2181	tags=56%, list=14%, signal=65%	
RNA EXPORT FROM NUCLEUS%GOBP%GO:0006405	RNA EXPORT FROM NUCLEUS%GOBP%GO:0006405		109	-0.49466583	-1.8023751	0.0	0.0045091487	0.714	4149	tags=44%, list=27%, signal=60%	
RNA POLYMERASE II TRANSCRIPTION INITIATION%REACTOME DATABASE ID RELEASE 61%75953	RNA POLYMERASE II TRANSCRIPTION INITIATION%REACTOME DATABASE ID RELEASE 61%75953		45	-0.5880022	-1.8018202	0.0	0.004550562	0.721	2799	tags=40%, list=18%, signal=49%	
PTEN REGULATION%REACTOME%R-HSA-6807070.1	PTEN REGULATION%REACTOME%R-HSA-6807070.1		125	-0.47995445	-1.8012743	0.0	0.0045747254	0.723	2827	tags=34%, list=19%, signal=41%	
POSITIVE REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032727	POSITIVE REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032727		17	-0.7389057	-1.8009086	0.0	0.004584767	0.723	2829	tags=47%, list=19%, signal=58%	
SNRNA TRANSCRIPTION%GOBP%GO:0009301	SNRNA TRANSCRIPTION%GOBP%GO:0009301		64	-0.53900385	-1.8005382	0.0	0.004604981	0.725	3409	tags=38%, list=22%, signal=48%	
POSITIVE REGULATION OF CELL KILLING%GOBP%GO:0031343	POSITIVE REGULATION OF CELL KILLING%GOBP%GO:0031343		21	-0.7021801	-1.8002578	0.0025575447	0.0046147374	0.726	2383	tags=48%, list=16%, signal=56%	
DEOXYRIBOSE PHOSPHATE CATABOLIC PROCESS%GOBP%GO:0046386	DEOXYRIBOSE PHOSPHATE CATABOLIC PROCESS%GOBP%GO:0046386		17	-0.7379034	-1.7985814	0.0	0.004744537	0.74	2181	tags=59%, list=14%, signal=69%	
GENERATION OF SECOND MESSENGER MOLECULES%REACTOME DATABASE ID RELEASE 61%202433	GENERATION OF SECOND MESSENGER MOLECULES%REACTOME DATABASE ID RELEASE 61%202433		29	-0.6535815	-1.7984794	0.0	0.0047402172	0.74	2746	tags=76%, list=18%, signal=92%	
CHROMATIN REMODELING%GOBP%GO:0006338	CHROMATIN REMODELING%GOBP%GO:0006338		116	-0.5066138	-1.798202	0.0	0.004753302	0.741	2638	tags=35%, list=17%, signal=42%	
GAP-FILLING DNA REPAIR SYNTHESIS AND LIGATION IN GG-NER%REACTOME%R-HSA-5696397.1	GAP-FILLING DNA REPAIR SYNTHESIS AND LIGATION IN GG-NER%REACTOME%R-HSA-5696397.1		25	-0.67885375	-1.7973187	0.0	0.0047935806	0.742	2640	tags=52%, list=17%, signal=63%	
