NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_TGF_BETA_SIGNALING%MSIGDB_C2%HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING%MSIGDB_C2%HALLMARK_TGF_BETA_SIGNALING		54	0.7124825	1.8392355	0.0	0.0011237605	0.299	1841	tags=44%, list=12%, signal=50%	
NEGATIVE REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1901343	NEGATIVE REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1901343		57	0.6883561	1.8385538	0.0	0.0011481385	0.305	1910	tags=40%, list=13%, signal=46%	
REGULATION OF MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0048634	REGULATION OF MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0048634		51	0.7056476	1.8384432	0.0	0.0011436183	0.305	1832	tags=35%, list=12%, signal=40%	
STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051146	STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051146		66	0.6767685	1.8383652	0.0	0.0011391335	0.305	1834	tags=36%, list=12%, signal=41%	
BIOCARTA_ALK_PATHWAY%MSIGDB_C2%BIOCARTA_ALK_PATHWAY	BIOCARTA_ALK_PATHWAY%MSIGDB_C2%BIOCARTA_ALK_PATHWAY		31	0.7636823	1.8383614	0.0	0.0011346838	0.305	1855	tags=45%, list=12%, signal=51%	
POSITIVE REGULATION OF OSSIFICATION%GOBP%GO:0045778	POSITIVE REGULATION OF OSSIFICATION%GOBP%GO:0045778		48	0.69992596	1.8369204	0.0	0.0011778019	0.316	2010	tags=56%, list=13%, signal=65%	
CARDIAC VENTRICLE MORPHOGENESIS%GOBP%GO:0003208	CARDIAC VENTRICLE MORPHOGENESIS%GOBP%GO:0003208		40	0.7235649	1.8368121	0.0	0.0011764113	0.317	1836	tags=52%, list=12%, signal=60%	
NEGATIVE REGULATION OF AXONOGENESIS%GOBP%GO:0050771	NEGATIVE REGULATION OF AXONOGENESIS%GOBP%GO:0050771		22	0.8120156	1.8367016	0.0	0.0011812501	0.32	1016	tags=32%, list=7%, signal=34%	
SMOOTH MUSCLE CONTRACTION%REACTOME DATABASE ID RELEASE 61%445355	SMOOTH MUSCLE CONTRACTION%REACTOME DATABASE ID RELEASE 61%445355		33	0.75667214	1.8360335	0.0	0.0011953854	0.325	1606	tags=48%, list=11%, signal=54%	
OUTFLOW TRACT MORPHOGENESIS%GOBP%GO:0003151	OUTFLOW TRACT MORPHOGENESIS%GOBP%GO:0003151		39	0.7319604	1.8358276	0.0028571428	0.0012032341	0.328	1836	tags=38%, list=12%, signal=44%	
CHONDROITIN SULFATE BIOSYNTHETIC PROCESS%GOBP%GO:0030206	CHONDROITIN SULFATE BIOSYNTHETIC PROCESS%GOBP%GO:0030206		19	0.8580835	1.8357245	0.0	0.0012017266	0.329	670	tags=42%, list=4%, signal=44%	
POSITIVE REGULATION OF LIPID KINASE ACTIVITY%GOBP%GO:0090218	POSITIVE REGULATION OF LIPID KINASE ACTIVITY%GOBP%GO:0090218		23	0.80863684	1.8352258	0.0	0.0012218399	0.333	1394	tags=52%, list=9%, signal=57%	
REGULATION OF MUSCLE TISSUE DEVELOPMENT%GOBP%GO:1901861	REGULATION OF MUSCLE TISSUE DEVELOPMENT%GOBP%GO:1901861		50	0.70928824	1.8337345	0.0	0.0012357272	0.339	1832	tags=36%, list=12%, signal=41%	
REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001952	REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001952		65	0.6884848	1.833641	0.0	0.0012371561	0.341	1465	tags=37%, list=10%, signal=41%	
RESPIRATORY SYSTEM DEVELOPMENT%GOBP%GO:0060541	RESPIRATORY SYSTEM DEVELOPMENT%GOBP%GO:0060541		43	0.7181394	1.8321948	0.0	0.0012753028	0.349	1895	tags=44%, list=12%, signal=50%	
PID_INTEGRIN5_PATHWAY%MSIGDB_C2%PID_INTEGRIN5_PATHWAY	PID_INTEGRIN5_PATHWAY%MSIGDB_C2%PID_INTEGRIN5_PATHWAY		16	0.8563208	1.8321666	0.0	0.0012705263	0.349	1287	tags=63%, list=8%, signal=68%	
REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010594	REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010594		94	0.64823663	1.831451	0.0	0.0012930436	0.354	1674	tags=36%, list=11%, signal=40%	
REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010517	REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010517		44	0.7155615	1.8301336	0.0	0.0013396161	0.366	1911	tags=43%, list=13%, signal=49%	
CELL-MATRIX ADHESION%GOBP%GO:0007160	CELL-MATRIX ADHESION%GOBP%GO:0007160		75	0.6647365	1.8290888	0.0	0.0013708288	0.374	1464	tags=33%, list=10%, signal=37%	
HEART VALVE MORPHOGENESIS%GOBP%GO:0003179	HEART VALVE MORPHOGENESIS%GOBP%GO:0003179		26	0.77460927	1.8279054	0.0	0.001428881	0.387	1836	tags=50%, list=12%, signal=57%	
NEGATIVE REGULATION OF OSSIFICATION%GOBP%GO:0030279	NEGATIVE REGULATION OF OSSIFICATION%GOBP%GO:0030279		36	0.74537003	1.8277997	0.0	0.0014296175	0.388	2248	tags=50%, list=15%, signal=59%	
MUSCLE CELL DEVELOPMENT%GOBP%GO:0055001	MUSCLE CELL DEVELOPMENT%GOBP%GO:0055001		59	0.6850784	1.8247529	0.0	0.0015254854	0.412	2350	tags=41%, list=15%, signal=48%	
FOREBRAIN CELL MIGRATION%GOBP%GO:0021885	FOREBRAIN CELL MIGRATION%GOBP%GO:0021885		18	0.81950253	1.8245345	0.0	0.0015228321	0.412	2330	tags=50%, list=15%, signal=59%	
ST_WNT_BETA_CATENIN_PATHWAY%MSIGDB_C2%ST_WNT_BETA_CATENIN_PATHWAY	ST_WNT_BETA_CATENIN_PATHWAY%MSIGDB_C2%ST_WNT_BETA_CATENIN_PATHWAY		28	0.7620013	1.824462	0.00147929	0.0015232147	0.413	1793	tags=39%, list=12%, signal=44%	
ENDOCARDIAL CUSHION MORPHOGENESIS%GOBP%GO:0003203	ENDOCARDIAL CUSHION MORPHOGENESIS%GOBP%GO:0003203		18	0.8421148	1.8243008	0.0	0.001529416	0.416	1836	tags=72%, list=12%, signal=82%	
CHONDROCYTE DIFFERENTIATION%GOBP%GO:0002062	CHONDROCYTE DIFFERENTIATION%GOBP%GO:0002062		25	0.7778543	1.8221526	0.0014925373	0.0016088532	0.435	1486	tags=48%, list=10%, signal=53%	
POSITIVE REGULATION OF NEUROGENESIS%GOBP%GO:0050769	POSITIVE REGULATION OF NEUROGENESIS%GOBP%GO:0050769		150	0.6113308	1.8202443	0.0	0.0016730014	0.45	2374	tags=33%, list=16%, signal=39%	
CARDIAC EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0060317	CARDIAC EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0060317		18	0.83148754	1.820154	0.0016420361	0.001672837	0.45	1836	tags=72%, list=12%, signal=82%	
SYNDECAN-4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-4-MEDIATED SIGNALING EVENTS	SYNDECAN-4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-4-MEDIATED SIGNALING EVENTS		28	0.76321965	1.8195101	0.0	0.0016958503	0.458	1469	tags=43%, list=10%, signal=47%	
NEGATIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0016525	NEGATIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0016525		49	0.6972806	1.8191026	0.0	0.0017013446	0.459	1910	tags=41%, list=13%, signal=47%	
BETA5 BETA6 BETA7 AND BETA8 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA5 BETA6 BETA7 AND BETA8 INTEGRIN CELL SURFACE INTERACTIONS	BETA5 BETA6 BETA7 AND BETA8 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA5 BETA6 BETA7 AND BETA8 INTEGRIN CELL SURFACE INTERACTIONS		16	0.8563208	1.8187022	0.0	0.0017095923	0.462	1287	tags=63%, list=8%, signal=68%	
AMB2 INTEGRIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AMB2 INTEGRIN SIGNALING	AMB2 INTEGRIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AMB2 INTEGRIN SIGNALING		27	0.7784663	1.8177055	0.0	0.0017292937	0.467	775	tags=26%, list=5%, signal=27%	
PATTERN SPECIFICATION PROCESS%GOBP%GO:0007389	PATTERN SPECIFICATION PROCESS%GOBP%GO:0007389		128	0.61997175	1.8173192	0.0	0.0017403899	0.47	2213	tags=35%, list=15%, signal=41%	
RETINOID METABOLISM AND TRANSPORT%REACTOME DATABASE ID RELEASE 61%975634	RETINOID METABOLISM AND TRANSPORT%REACTOME DATABASE ID RELEASE 61%975634		34	0.74172634	1.8169879	0.0	0.0017543156	0.474	1107	tags=26%, list=7%, signal=28%	
SCAVENGING BY CLASS A RECEPTORS%REACTOME%R-HSA-3000480.1	SCAVENGING BY CLASS A RECEPTORS%REACTOME%R-HSA-3000480.1		16	0.8514424	1.8159454	0.0	0.0017936361	0.483	845	tags=44%, list=6%, signal=46%	
CELL JUNCTION ASSEMBLY%GOBP%GO:0034329	CELL JUNCTION ASSEMBLY%GOBP%GO:0034329		95	0.63116693	1.8151455	0.0	0.0018213746	0.486	1949	tags=34%, list=13%, signal=38%	
REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0008589	REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0008589		27	0.7631977	1.8148209	0.0	0.0018291567	0.489	2405	tags=56%, list=16%, signal=66%	
CELL COMMUNICATION INVOLVED IN CARDIAC CONDUCTION%GOBP%GO:0086065	CELL COMMUNICATION INVOLVED IN CARDIAC CONDUCTION%GOBP%GO:0086065		37	0.7382659	1.8138553	0.0	0.0018510158	0.493	2089	tags=38%, list=14%, signal=44%	
MUSCLE SYSTEM PROCESS%GOBP%GO:0003012	MUSCLE SYSTEM PROCESS%GOBP%GO:0003012		160	0.606234	1.8135241	0.0	0.0018586238	0.495	2089	tags=32%, list=14%, signal=37%	
ADHERENS JUNCTION ORGANIZATION%GOBP%GO:0034332	ADHERENS JUNCTION ORGANIZATION%GOBP%GO:0034332		49	0.70179	1.8123255	0.0	0.0018913274	0.501	2714	tags=49%, list=18%, signal=59%	
EMBRYONIC EYE MORPHOGENESIS%GOBP%GO:0048048	EMBRYONIC EYE MORPHOGENESIS%GOBP%GO:0048048		17	0.84555864	1.810975	0.0	0.0019377165	0.512	1505	tags=59%, list=10%, signal=65%	
PID_INTEGRIN_A4B1_PATHWAY%MSIGDB_C2%PID_INTEGRIN_A4B1_PATHWAY	PID_INTEGRIN_A4B1_PATHWAY%MSIGDB_C2%PID_INTEGRIN_A4B1_PATHWAY		32	0.73636717	1.8097286	0.0014880953	0.0019865518	0.519	1745	tags=31%, list=11%, signal=35%	
PID_BETA_CATENIN_NUC_PATHWAY%MSIGDB_C2%PID_BETA_CATENIN_NUC_PATHWAY	PID_BETA_CATENIN_NUC_PATHWAY%MSIGDB_C2%PID_BETA_CATENIN_NUC_PATHWAY		66	0.66872054	1.8095702	0.0	0.0019936033	0.522	647	tags=15%, list=4%, signal=16%	
ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS	ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS		32	0.7363673	1.80949	0.0	0.0019868454	0.522	1745	tags=31%, list=11%, signal=35%	
MESONEPHROS DEVELOPMENT%GOBP%GO:0001823	MESONEPHROS DEVELOPMENT%GOBP%GO:0001823		29	0.7750069	1.8087895	0.0	0.0020267263	0.531	1394	tags=45%, list=9%, signal=49%	
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043552	POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043552		21	0.8051523	1.8081179	0.0	0.0020417692	0.536	1394	tags=52%, list=9%, signal=58%	
CELL-CELL ADHESION VIA PLASMA-MEMBRANE ADHESION MOLECULES%GOBP%GO:0098742	CELL-CELL ADHESION VIA PLASMA-MEMBRANE ADHESION MOLECULES%GOBP%GO:0098742		91	0.6337386	1.8075088	0.0	0.0020649654	0.543	2853	tags=52%, list=19%, signal=63%	
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048662	NEGATIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048662		20	0.8149188	1.8068407	0.0	0.0020959252	0.547	724	tags=40%, list=5%, signal=42%	
OVULATION CYCLE PROCESS%GOBP%GO:0022602	OVULATION CYCLE PROCESS%GOBP%GO:0022602		22	0.7996503	1.8059074	0.0	0.0021378102	0.554	830	tags=36%, list=5%, signal=38%	
PID_SYNDECAN_4_PATHWAY%MSIGDB_C2%PID_SYNDECAN_4_PATHWAY	PID_SYNDECAN_4_PATHWAY%MSIGDB_C2%PID_SYNDECAN_4_PATHWAY		28	0.76321965	1.8054174	0.0	0.0021549775	0.558	1469	tags=43%, list=10%, signal=47%	
POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045669	POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045669		32	0.7539454	1.804631	0.0	0.002193575	0.567	1896	tags=63%, list=12%, signal=71%	
METABOLISM OF FAT-SOLUBLE VITAMINS%REACTOME DATABASE ID RELEASE 61%6806667	METABOLISM OF FAT-SOLUBLE VITAMINS%REACTOME DATABASE ID RELEASE 61%6806667		37	0.73262423	1.8042725	0.001472754	0.0022050962	0.571	1107	tags=24%, list=7%, signal=26%	
STRIATED MUSCLE CELL DEVELOPMENT%GOBP%GO:0055002	STRIATED MUSCLE CELL DEVELOPMENT%GOBP%GO:0055002		49	0.685093	1.8036427	0.0013550136	0.0022351902	0.578	1412	tags=29%, list=9%, signal=31%	
WNT_SIGNALING%MSIGDB_C2%WNT_SIGNALING	WNT_SIGNALING%MSIGDB_C2%WNT_SIGNALING		80	0.64895463	1.8035688	0.0	0.0022332289	0.578	2571	tags=45%, list=17%, signal=54%	
PID_INTEGRIN_A9B1_PATHWAY%MSIGDB_C2%PID_INTEGRIN_A9B1_PATHWAY	PID_INTEGRIN_A9B1_PATHWAY%MSIGDB_C2%PID_INTEGRIN_A9B1_PATHWAY		21	0.79267156	1.802453	0.0	0.0022816688	0.59	1469	tags=57%, list=10%, signal=63%	
STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706	STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706		90	0.6409851	1.8021052	0.0	0.0022978927	0.596	2318	tags=43%, list=15%, signal=51%	
REGULATION OF BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0070167	REGULATION OF BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0070167		50	0.6891668	1.8013105	0.0	0.0023378087	0.604	1706	tags=38%, list=11%, signal=43%	
SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060395	SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060395		36	0.71891975	1.8009572	0.0	0.0023459503	0.606	2213	tags=50%, list=15%, signal=58%	
RESPONSE TO TRANSFORMING GROWTH FACTOR BETA%GOBP%GO:0071559	RESPONSE TO TRANSFORMING GROWTH FACTOR BETA%GOBP%GO:0071559		101	0.6270356	1.8008827	0.0	0.0023410358	0.607	2520	tags=45%, list=17%, signal=53%	
REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010810	REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010810		105	0.630852	1.8004719	0.0	0.0023465557	0.611	1878	tags=34%, list=12%, signal=39%	
REGULATION OF GLUCOSE IMPORT%GOBP%GO:0046324	REGULATION OF GLUCOSE IMPORT%GOBP%GO:0046324		31	0.7489397	1.8001422	0.0014705883	0.0023468467	0.612	1898	tags=39%, list=12%, signal=44%	
POSITIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903846	POSITIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903846		18	0.8258237	1.7995914	0.0	0.002370322	0.613	628	tags=17%, list=4%, signal=17%	
POSITIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051057	POSITIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051057		31	0.737131	1.7982967	0.0	0.0024170764	0.619	1245	tags=32%, list=8%, signal=35%	
REGULATION OF CELL SIZE%GOBP%GO:0008361	REGULATION OF CELL SIZE%GOBP%GO:0008361		67	0.6529017	1.7980365	0.0	0.0024350618	0.621	2291	tags=36%, list=15%, signal=42%	
CALCIUM-DEPENDENT CELL-CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES%GOBP%GO:0016339	CALCIUM-DEPENDENT CELL-CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES%GOBP%GO:0016339		18	0.8354692	1.7968274	0.0016233766	0.00247623	0.629	1824	tags=56%, list=12%, signal=63%	
POSITIVE REGULATION OF KIDNEY DEVELOPMENT%GOBP%GO:0090184	POSITIVE REGULATION OF KIDNEY DEVELOPMENT%GOBP%GO:0090184		24	0.7845201	1.7968031	0.0	0.0024684188	0.629	1895	tags=50%, list=12%, signal=57%	
TELENCEPHALON CELL MIGRATION%GOBP%GO:0022029	TELENCEPHALON CELL MIGRATION%GOBP%GO:0022029		17	0.8245193	1.7958882	0.0	0.0024938236	0.634	2330	tags=53%, list=15%, signal=62%	
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043551	REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043551		27	0.75675815	1.7954997	0.0015337423	0.0025191153	0.64	1394	tags=44%, list=9%, signal=49%	
REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010632	REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010632		136	0.60778403	1.7941619	0.0	0.002602683	0.653	2492	tags=41%, list=16%, signal=49%	
RESPIRATORY TUBE DEVELOPMENT%GOBP%GO:0030323	RESPIRATORY TUBE DEVELOPMENT%GOBP%GO:0030323		34	0.7387804	1.7935085	0.0	0.0026301446	0.659	1895	tags=47%, list=12%, signal=54%	
CARDIAC MUSCLE TISSUE MORPHOGENESIS%GOBP%GO:0055008	CARDIAC MUSCLE TISSUE MORPHOGENESIS%GOBP%GO:0055008		30	0.7616063	1.7922289	0.0	0.0026950876	0.666	1988	tags=53%, list=13%, signal=61%	
ANGIOGENESIS%PANTHER PATHWAY%P00005	ANGIOGENESIS%PANTHER PATHWAY%P00005		145	0.60244507	1.7921394	0.0	0.0026918128	0.668	2327	tags=37%, list=15%, signal=43%	
REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION	REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION		67	0.66118807	1.7921299	0.0	0.0026835045	0.668	647	tags=15%, list=4%, signal=16%	
NEGATIVE REGULATION OF BLOOD VESSEL MORPHOGENESIS%GOBP%GO:2000181	NEGATIVE REGULATION OF BLOOD VESSEL MORPHOGENESIS%GOBP%GO:2000181		51	0.6937811	1.7916669	0.0	0.002687839	0.671	1910	tags=41%, list=13%, signal=47%	
REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:1903053	REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:1903053		21	0.7972278	1.791404	0.0	0.0026870368	0.673	1832	tags=48%, list=12%, signal=54%	
NEGATIVE REGULATION OF WOUND HEALING%GOBP%GO:0061045	NEGATIVE REGULATION OF WOUND HEALING%GOBP%GO:0061045		37	0.71098053	1.7913917	0.0	0.0026788195	0.673	1464	tags=38%, list=10%, signal=42%	
HEART VALVE DEVELOPMENT%GOBP%GO:0003170	HEART VALVE DEVELOPMENT%GOBP%GO:0003170		26	0.77460927	1.7913033	0.0	0.002673133	0.673	1836	tags=50%, list=12%, signal=57%	
EMBRYONIC APPENDAGE MORPHOGENESIS%GOBP%GO:0035113	EMBRYONIC APPENDAGE MORPHOGENESIS%GOBP%GO:0035113		30	0.7513274	1.7906106	0.0	0.0027143734	0.68	2052	tags=47%, list=14%, signal=54%	
REGULATION OF JAK-STAT CASCADE%GOBP%GO:0046425	REGULATION OF JAK-STAT CASCADE%GOBP%GO:0046425		80	0.6411074	1.7903808	0.0012771392	0.00272091	0.682	2020	tags=38%, list=13%, signal=43%	
PID_BMP_PATHWAY%MSIGDB_C2%PID_BMP_PATHWAY	PID_BMP_PATHWAY%MSIGDB_C2%PID_BMP_PATHWAY		39	0.7133879	1.789848	0.0	0.0027446193	0.684	2755	tags=56%, list=18%, signal=69%	
NEGATIVE REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:1904036	NEGATIVE REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:1904036		20	0.7994067	1.7891667	0.001572327	0.002758336	0.686	1504	tags=45%, list=10%, signal=50%	
MET ACTIVATES PTK2 SIGNALING%REACTOME DATABASE ID RELEASE 61%8874081	MET ACTIVATES PTK2 SIGNALING%REACTOME DATABASE ID RELEASE 61%8874081		18	0.8332262	1.789147	0.0	0.0027500528	0.686	1479	tags=61%, list=10%, signal=68%	
METANEPHROS DEVELOPMENT%GOBP%GO:0001656	METANEPHROS DEVELOPMENT%GOBP%GO:0001656		34	0.7251475	1.7890532	0.0	0.0027442707	0.686	1464	tags=47%, list=10%, signal=52%	
REGULATION OF STAT CASCADE%GOBP%GO:1904892	REGULATION OF STAT CASCADE%GOBP%GO:1904892		80	0.6411074	1.7882867	0.0012578616	0.0027967042	0.693	2020	tags=38%, list=13%, signal=43%	
RETINA DEVELOPMENT IN CAMERA-TYPE EYE%GOBP%GO:0060041	RETINA DEVELOPMENT IN CAMERA-TYPE EYE%GOBP%GO:0060041		40	0.707497	1.7879314	0.0	0.0028077012	0.695	2481	tags=43%, list=16%, signal=51%	
DERMATAN SULFATE PROTEOGLYCAN METABOLIC PROCESS%GOBP%GO:0050655	DERMATAN SULFATE PROTEOGLYCAN METABOLIC PROCESS%GOBP%GO:0050655		15	0.8545195	1.787556	0.0	0.0028259216	0.701	1638	tags=53%, list=11%, signal=60%	
BETA2 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA2 INTEGRIN CELL SURFACE INTERACTIONS	BETA2 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA2 INTEGRIN CELL SURFACE INTERACTIONS		23	0.7791117	1.787454	0.0015576323	0.0028223286	0.702	957	tags=30%, list=6%, signal=32%	
ST_INTEGRIN_SIGNALING_PATHWAY%MSIGDB_C2%ST_INTEGRIN_SIGNALING_PATHWAY	ST_INTEGRIN_SIGNALING_PATHWAY%MSIGDB_C2%ST_INTEGRIN_SIGNALING_PATHWAY		78	0.63540894	1.7866967	0.0	0.00285702	0.709	2533	tags=41%, list=17%, signal=49%	
GLYPICAN 1 NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLYPICAN 1 NETWORK	GLYPICAN 1 NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLYPICAN 1 NETWORK		23	0.77232844	1.7862986	0.0015698588	0.002872465	0.713	1394	tags=52%, list=9%, signal=57%	
MET PROMOTES CELL MOTILITY%REACTOME DATABASE ID RELEASE 61%8875878	MET PROMOTES CELL MOTILITY%REACTOME DATABASE ID RELEASE 61%8875878		28	0.7711187	1.7856477	0.0	0.0029068121	0.721	2563	tags=57%, list=17%, signal=69%	
VENTRICULAR SEPTUM DEVELOPMENT%GOBP%GO:0003281	VENTRICULAR SEPTUM DEVELOPMENT%GOBP%GO:0003281		27	0.76100457	1.7852349	0.0	0.0029315646	0.726	1836	tags=52%, list=12%, signal=59%	
GLIOGENESIS%GOBP%GO:0042063	GLIOGENESIS%GOBP%GO:0042063		51	0.69177085	1.7852242	0.0	0.0029230176	0.726	2487	tags=47%, list=16%, signal=56%	
AMEBOIDAL-TYPE CELL MIGRATION%GOBP%GO:0001667	AMEBOIDAL-TYPE CELL MIGRATION%GOBP%GO:0001667		70	0.6544795	1.7850989	0.0	0.0029239198	0.727	2487	tags=46%, list=16%, signal=54%	
BONE MORPHOGENESIS%GOBP%GO:0060349	BONE MORPHOGENESIS%GOBP%GO:0060349		26	0.7764371	1.78489	0.0014684288	0.0029319075	0.728	2893	tags=69%, list=19%, signal=85%	
PID_GLYPICAN_1PATHWAY%MSIGDB_C2%PID_GLYPICAN_1PATHWAY	PID_GLYPICAN_1PATHWAY%MSIGDB_C2%PID_GLYPICAN_1PATHWAY		24	0.76888466	1.7843126	0.0	0.002963391	0.734	1836	tags=58%, list=12%, signal=66%	
CARDIAC MUSCLE CONTRACTION%GOBP%GO:0060048	CARDIAC MUSCLE CONTRACTION%GOBP%GO:0060048		45	0.689296	1.7840675	0.0014144272	0.0029781256	0.736	2089	tags=36%, list=14%, signal=41%	
RENAL SYSTEM PROCESS%GOBP%GO:0003014	RENAL SYSTEM PROCESS%GOBP%GO:0003014		63	0.66778356	1.784003	0.0	0.002971913	0.736	2045	tags=35%, list=13%, signal=40%	
CELLULAR RESPONSE TO KETONE%GOBP%GO:1901655	CELLULAR RESPONSE TO KETONE%GOBP%GO:1901655		26	0.75600046	1.7837392	0.0	0.0029866607	0.739	1447	tags=42%, list=10%, signal=47%	
CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086001	CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086001		38	0.7163712	1.7836425	0.0014880953	0.0029804527	0.739	2739	tags=45%, list=18%, signal=54%	
VENTRICULAR SEPTUM MORPHOGENESIS%GOBP%GO:0060412	VENTRICULAR SEPTUM MORPHOGENESIS%GOBP%GO:0060412		22	0.79558265	1.7818605	0.0015625	0.0030645786	0.752	1836	tags=59%, list=12%, signal=67%	
WNT%IOB%WNT	WNT%IOB%WNT		109	0.61732745	1.7816055	0.0	0.003072012	0.755	2533	tags=38%, list=17%, signal=45%	
BLOOD COAGULATION%PANTHER PATHWAY%P00011	BLOOD COAGULATION%PANTHER PATHWAY%P00011		22	0.7808071	1.7814214	0.0	0.0030772449	0.757	1960	tags=45%, list=13%, signal=52%	
