GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0030258	lipid modification	0.0003543118702511773	0.0003543118702511773	+1	PIK3CA,PTEN,PIK3R1,AKT1,PIK3CG,SOX9
GO:1904894	positive regulation of receptor signaling pathway via STAT	0.0003582015028949184	0.0003582015028949184	+1	NOTCH1,FLT3,ERBB4,KIT,FGFR3
GO:1902883	negative regulation of response to oxidative stress	0.00035945440675049124	0.00035945440675049124	+1	NFE2L2,AKT1,HGF,LRRK2
GO:0001823	mesonephros development	0.00036586365539719655	0.00036586365539719655	+1	GATA3,SOX9,WT1,FGFR2
GO:0003249	cell proliferation involved in heart valve morphogenesis	0.0003674303833050098	0.0003674303833050098	+1	NOTCH1,SMAD4
GO:0003250	regulation of cell proliferation involved in heart valve morphogenesis	0.0003674303833050098	0.0003674303833050098	+1	NOTCH1,SMAD4
GO:0006661	phosphatidylinositol biosynthetic process	0.00037523880905802247	0.00037523880905802247	+1	PIK3CA,PTEN,PIK3R1
GO:0060537	muscle tissue development	0.00037523880905802247	0.00037523880905802247	+1	NF1,NOTCH1,WT1,ERBB4,PDGFRA,FGFR2,SMAD4
GO:0042509	regulation of tyrosine phosphorylation of STAT protein	0.000380646235078824	0.000380646235078824	+1	FLT3,ERBB4,KIT,FGFR3,PPP2R1A
GO:0045746	negative regulation of Notch signaling pathway	0.0003903090497369248	0.0003903090497369248	+1	EGFR,FBXW7,AKT1
GO:2000379	positive regulation of reactive oxygen species metabolic process	0.00039257176101291233	0.00039257176101291233	+1	TP53,AKT1,TLR4,TGFBR2,CDKN1A
GO:0033600	negative regulation of mammary gland epithelial cell proliferation	0.00039257176101291233	0.00039257176101291233	+1	GATA3,BRCA2
GO:0060420	regulation of heart growth	0.00039278054358700165	0.00039278054358700165	+1	NOTCH1,WT1,ERBB4,FGFR2
GO:1905332	positive regulation of morphogenesis of an epithelium	0.0004025876016291258	0.0004025876016291258	+1	GATA3,SOX9,MTOR
GO:0050679	positive regulation of epithelial cell proliferation	0.00041118229062292905	0.00041118229062292905	+1	EGFR,NRAS,AKT1,SOX9,TLR4,FGFR2,EGR3
GO:0045686	negative regulation of glial cell differentiation	0.0004250288773873991	0.0004250288773873991	+1	NF1,NOTCH1
GO:0009792	embryo development ending in birth or egg hatching	0.0004250288773873991	0.0004250288773873991	+1	GATA3,CTNNB1,SOX9,BRCA1,PDGFRA,FGFR2,TGFBR2
GO:0001947	heart looping	0.0004270184855796915	0.0004270184855796915	+1	NOTCH1,TBX3,TGFBR2,SOX17
GO:0009612	response to mechanical stimulus	0.0004306304435284909	0.0004306304435284909	+1	MAP3K1,MAP2K4,SOX9,TLR4,KIT
GO:0007260	tyrosine phosphorylation of STAT protein	0.00045028637227876477	0.00045028637227876477	+1	FLT3,ERBB4,KIT,FGFR3,PPP2R1A
GO:0031114	regulation of microtubule depolymerization	0.0004526109565249186	0.0004526109565249186	+1	APC,NAV3
GO:0051099	positive regulation of binding	0.0004595100935638728	0.0004595100935638728	+1	GATA3,RB1,CTNNB1,LRRK2,EP300,TAF1
GO:0072160	nephron tubule epithelial cell differentiation	0.00046038710938566766	0.00046038710938566766	+1	GATA3,CTNNB1
GO:0030098	lymphocyte differentiation	0.00046517977327572457	0.00046517977327572457	+1	CDKN2A,GATA3,FLT3,RUNX1,ATM,KIT,TGFBR2,CBFB
GO:1903034	regulation of response to wounding	0.0004765754879180194	0.0004765754879180194	+1	PTEN,EPPK1,MTOR,TLR4,PDGFRA,FOXA2
GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	0.0004857771622276121	0.0004857771622276121	+1	EGFR,AKT1,CCND1
GO:0048147	negative regulation of fibroblast proliferation	0.00048767580808963565	0.00048767580808963565	+1	TP53,NF1
GO:0032481	positive regulation of type I interferon production	0.0004986466814624889	0.0004986466814624889	+1	CTNNB1,TLR4,SETD2,EP300,PTPN11
GO:0061448	connective tissue development	0.0005001191289027336	0.0005001191289027336	+1	RUNX1,SOX9,WT1,ARID5B,FGFR3,PTPN11
GO:0097694	establishment of RNA localization to telomere	0.0005021389231264267	0.0005021389231264267	+1	ATM,ATR
GO:0097695	establishment of protein-containing complex localization to telomere	0.0005021389231264267	0.0005021389231264267	+1	ATM,ATR
GO:2000696	regulation of epithelial cell differentiation involved in kidney development	0.0005296730804253305	0.0005296730804253305	+1	GATA3,CTNNB1
GO:0007159	leukocyte cell-cell adhesion	0.0005302651959326906	0.0005302651959326906	+1	PIK3CA,PIK3R1,CDKN2A,GATA3
GO:0043542	endothelial cell migration	0.0005338951133454245	0.0005338951133454245	+1	PIK3CA,NF1,GATA3,NOTCH1
GO:0045927	positive regulation of growth	0.0005356648335004283	0.0005356648335004283	+1	EGFR,NOTCH1,AKT1,WT1,ERBB4,FGFR2,H3F3C
GO:2000047	regulation of cell-cell adhesion mediated by cadherin	0.0005365822910922733	0.0005365822910922733	+1	NOTCH1,FOXA1,FOXA2
GO:0040029	regulation of gene expression, epigenetic	0.0005375092674455369	0.0005375092674455369	+1	ARID1A,DNMT3A,CTCF,BRCA1,EP300,SF3B1,SIN3A,EZH2
GO:0030539	male genitalia development	0.0005413096535057161	0.0005413096535057161	+1	TBX3,WT1
GO:2000811	negative regulation of anoikis	0.0005431641440879147	0.0005431641440879147	+1	PIK3CA,NOTCH1
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0005570347600863187	0.0005570347600863187	+1	NOTCH1,STK11,EP300,SMAD4,TGFBR2,ACVR1B,ACVR2A,SMAD2
GO:1903206	negative regulation of hydrogen peroxide-induced cell death	0.0005658052577725616	0.0005658052577725616	+1	NFE2L2,HGF,LRRK2
GO:1901032	negative regulation of response to reactive oxygen species	0.0005658052577725616	0.0005658052577725616	+1	NFE2L2,HGF,LRRK2
GO:0045862	positive regulation of proteolysis	0.0005710815562451364	0.0005710815562451364	+1	PTEN,CDKN2A,FBXW7,KEAP1,NFE2L2,CEBPA
GO:0060191	regulation of lipase activity	0.0005831339010190063	0.0005831339010190063	+1	EGFR,KIT,PDGFRA,FGFR2,FGFR3
GO:0003143	embryonic heart tube morphogenesis	0.0005834667790274162	0.0005834667790274162	+1	NOTCH1,TBX3,TGFBR2,SOX17
GO:0061371	determination of heart left/right asymmetry	0.0005834667790274162	0.0005834667790274162	+1	NOTCH1,TBX3,TGFBR2,SOX17
GO:0060560	developmental growth involved in morphogenesis	0.00058822703722238	0.00058822703722238	+1	NOTCH1,CTNNB1,SOX9,FGFR2,USP9X,SIN3A
GO:0045992	negative regulation of embryonic development	0.0005967926386844344	0.0005967926386844344	+1	GATA3,CTNNB1
GO:0072132	mesenchyme morphogenesis	0.0005967926386844344	0.0005967926386844344	+1	NOTCH1,SOX9,TGFBR2,SMAD2
GO:0090184	positive regulation of kidney development	0.0005967926386844344	0.0005967926386844344	+1	GATA3,SOX9,WT1
GO:0071480	cellular response to gamma radiation	0.0006009198171901386	0.0006009198171901386	+1	TP53,ATM,ATR
GO:0002320	lymphoid progenitor cell differentiation	0.0006059729358735129	0.0006059729358735129	+1	NOTCH1,FLT3
GO:0045017	glycerolipid biosynthetic process	0.0006059729358735129	0.0006059729358735129	+1	PIK3CA,PTEN,PIK3R1,FBXW7
GO:0042752	regulation of circadian rhythm	0.0006094638825045802	0.0006094638825045802	+1	TP53,FBXW7,MTOR,USP9X,SIN3A,EZH2
GO:0030856	regulation of epithelial cell differentiation	0.000617505462802121	0.000617505462802121	+1	GATA3,CTNNB1,RUNX1,SOX9,CBFB,VEZF1
GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	0.0006257796612367915	0.0006257796612367915	+1	FBXW7,NFE2L2,AKT1
GO:0001570	vasculogenesis	0.0006257796612367915	0.0006257796612367915	+1	NOTCH1,WT1,TGFBR2,SOX17
GO:0060736	prostate gland growth	0.0006283384824384721	0.0006283384824384721	+1	SOX9,FGFR2
GO:0071600	otic vesicle morphogenesis	0.0006283384824384721	0.0006283384824384721	+1	SOX9,FGFR2
GO:0060740	prostate gland epithelium morphogenesis	0.0006283384824384721	0.0006283384824384721	+1	SOX9,FGFR2
GO:0030916	otic vesicle formation	0.0006283384824384721	0.0006283384824384721	+1	SOX9,FGFR2
GO:0050890	cognition	0.0006299611290480103	0.0006299611290480103	+1	PTEN,EGFR,NF1
GO:1990778	protein localization to cell periphery	0.0006371346902638863	0.0006371346902638863	+1	EGFR,PIK3R1,CDH1,EPHA3,AKT1,AR
GO:0060411	cardiac septum morphogenesis	0.00064264975562944	0.00064264975562944	+1	NOTCH1,FGFR2,SMAD4,TGFBR2
GO:1901214	regulation of neuron death	0.00064264975562944	0.00064264975562944	+1	NF1,FBXW7,CTNNB1,AKT1,TLR4,LRRK2
GO:0006304	DNA modification	0.0006437234321287744	0.0006437234321287744	+1	DNMT3A,WT1,TET2,ATRX,USP9X
GO:1903223	positive regulation of oxidative stress-induced neuron death	0.0006437234321287744	0.0006437234321287744	+1	FBXW7,TLR4
GO:0060729	intestinal epithelial structure maintenance	0.0006437234321287744	0.0006437234321287744	+1	SOX9,TLR4
GO:0033047	regulation of mitotic sister chromatid segregation	0.0006495968627745872	0.0006495968627745872	+1	APC,RB1,ATM,ATRX
GO:1904666	regulation of ubiquitin protein ligase activity	0.0006525437506706969	0.0006525437506706969	+1	PTEN,CDKN2A
GO:0048713	regulation of oligodendrocyte differentiation	0.0006633014751441486	0.0006633014751441486	+1	NF1,NOTCH1
GO:2000793	cell proliferation involved in heart valve development	0.0006690306519158331	0.0006690306519158331	+1	NOTCH1,SMAD4
GO:0030521	androgen receptor signaling pathway	0.000670723077369007	0.000670723077369007	+1	ARID1A,AR,EP300,NCOR1
GO:0051569	regulation of histone H3-K4 methylation	0.000670723077369007	0.000670723077369007	+1	CTNNB1,BRCA1,SMAD4
GO:1905330	regulation of morphogenesis of an epithelium	0.0006806811851680538	0.0006806811851680538	+1	PTEN,GATA3,SOX9,HGF,MTOR
GO:0031111	negative regulation of microtubule polymerization or depolymerization	0.0006814652335590638	0.0006814652335590638	+1	APC,NAV3
GO:0048706	embryonic skeletal system development	0.0006833324022482567	0.0006833324022482567	+1	CTNNB1,PDGFRA,FGFR2,TGFBR2
GO:0070200	establishment of protein localization to telomere	0.0006928928848788007	0.0006928928848788007	+1	ATM,BRCA2,ATR
GO:1904031	positive regulation of cyclin-dependent protein kinase activity	0.0007114609219168089	0.0007114609219168089	+1	EGFR,AKT1,CCND1
GO:0045661	regulation of myoblast differentiation	0.0007148549520023323	0.0007148549520023323	+1	NOTCH1,TBX3,SOX9
GO:0072210	metanephric nephron development	0.0007221377009435615	0.0007221377009435615	+1	SOX9,WT1,PDGFRA
GO:0003181	atrioventricular valve morphogenesis	0.0007325140075687536	0.0007325140075687536	+1	NOTCH1,SMAD4,TGFBR2
GO:1903749	positive regulation of establishment of protein localization to mitochondrion	0.0007420963457795542	0.0007420963457795542	+1	TP53,FBXW7,BAP1
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.0007420963457795542	0.0007420963457795542	+1	PTEN,CDKN2A,FBXW7,BRCA1,LRRK2
GO:2000020	positive regulation of male gonad development	0.000756978270861144	0.000756978270861144	+1	SOX9,WT1
GO:0035521	monoubiquitinated histone deubiquitination	0.000756978270861144	0.000756978270861144	+1	BAP1,ASXL1
GO:1901723	negative regulation of cell proliferation involved in kidney development	0.000756978270861144	0.000756978270861144	+1	GATA3,WT1
GO:0035522	monoubiquitinated histone H2A deubiquitination	0.000756978270861144	0.000756978270861144	+1	BAP1,ASXL1
GO:2000108	positive regulation of leukocyte apoptotic process	0.000757288328664297	0.000757288328664297	+1	TP53,CDKN2A
GO:0035050	embryonic heart tube development	0.0007585240978268288	0.0007585240978268288	+1	NOTCH1,TBX3,TGFBR2,SOX17
GO:0060675	ureteric bud morphogenesis	0.0007614800980864729	0.0007614800980864729	+1	GATA3,SOX9,WT1
GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	0.0007678805545445534	0.0007678805545445534	+1	RUNX1,CBFB,MAPK8IP1
GO:0060419	heart growth	0.000791293769726885	0.000791293769726885	+1	NOTCH1,WT1,ERBB4,FGFR2
GO:0030219	megakaryocyte differentiation	0.0007920255106632066	0.0007920255106632066	+1	RUNX1,KIT,EP300,CBFB,SIN3A
GO:2000377	regulation of reactive oxygen species metabolic process	0.0007926046433979254	0.0007926046433979254	+1	TP53,AKT1,TLR4,BRCA1,TGFBR2,CDKN1A
GO:0055024	regulation of cardiac muscle tissue development	0.0008001394359008699	0.0008001394359008699	+1	NOTCH1,ERBB4,FGFR2,SMAD4
GO:0006323	DNA packaging	0.0008028971697065805	0.0008028971697065805	+1	TP53,CDKN2A,CTCF,NPM1,SOX9,ATRX
GO:0090505	epiboly involved in wound healing	0.000807602068305317	0.000807602068305317	+1	PTEN,ARHGAP35,MTOR
GO:0044319	wound healing, spreading of cells	0.000807602068305317	0.000807602068305317	+1	PTEN,ARHGAP35,MTOR
GO:0010463	mesenchymal cell proliferation	0.0008316918140285249	0.0008316918140285249	+1	SOX9,FGFR2,TGFBR2
GO:0043456	regulation of pentose-phosphate shunt	0.000835816100584498	0.000835816100584498	+1	TP53
GO:0065004	protein-DNA complex assembly	0.000835816100584498	0.000835816100584498	+1	TP53,RB1,NPM1,SOX9,ATRX,TAF1,HIST1H2BD,ERCC2
GO:0006102	isocitrate metabolic process	0.000835816100584498	0.000835816100584498	+1	IDH1,IDH2
GO:0051222	positive regulation of protein transport	0.000835816100584498	0.000835816100584498	+1	TP53,PIK3R1,FBXW7,CDH1,BAP1
GO:0097252	oligodendrocyte apoptotic process	0.000835816100584498	0.000835816100584498	+1	TP53
GO:0000733	DNA strand renaturation	0.000835816100584498	0.000835816100584498	+1	TP53
GO:0072717	cellular response to actinomycin D	0.000835816100584498	0.000835816100584498	+1	TP53
GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	0.0008427041163674405	0.0008427041163674405	+1	STK11,EP300,SMAD4
GO:1903205	regulation of hydrogen peroxide-induced cell death	0.0008427041163674405	0.0008427041163674405	+1	NFE2L2,HGF,LRRK2
GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	0.0008427041163674405	0.0008427041163674405	+1	STK11,EP300,SMAD4
GO:0031331	positive regulation of cellular catabolic process	0.0008441181539892951	0.0008441181539892951	+1	PTEN,FBXW7,KEAP1,NFE2L2,STK11,CEBPA
GO:2000209	regulation of anoikis	0.0008587646083149204	0.0008587646083149204	+1	PIK3CA,NOTCH1
GO:0032071	regulation of endodeoxyribonuclease activity	0.000860545228941827	0.000860545228941827	+1	NPM1,AKT1
GO:0042063	gliogenesis	0.0008632636050003276	0.0008632636050003276	+1	PTEN,NF1,NOTCH1,SOX9,PRX
GO:1903747	regulation of establishment of protein localization to mitochondrion	0.0008651281500752807	0.0008651281500752807	+1	TP53,FBXW7,BAP1,LRRK2
GO:0090504	epiboly	0.0008707459249030824	0.0008707459249030824	+1	PTEN,ARHGAP35,MTOR
GO:0035148	tube formation	0.0008712458345892293	0.0008712458345892293	+1	GATA3,NOTCH1,SOX9,FGFR2
GO:0043378	positive regulation of CD8-positive, alpha-beta T cell differentiation	0.0008712458345892293	0.0008712458345892293	+1	RUNX1,CBFB
GO:0035270	endocrine system development	0.0008719410723837166	0.0008719410723837166	+1	NF1,AKT1,WT1,FOXA2
GO:0072593	reactive oxygen species metabolic process	0.0008761199948857125	0.0008761199948857125	+1	TP53,AKT1,TLR4,BRCA1,LRRK2,TGFBR2,CDKN1A
GO:0106106	cold-induced thermogenesis	0.0008761199948857125	0.0008761199948857125	+1	APC,RB1,NOTCH1,STK11,TLR4
GO:0120161	regulation of cold-induced thermogenesis	0.0008761199948857125	0.0008761199948857125	+1	APC,RB1,NOTCH1,STK11,TLR4
GO:0072171	mesonephric tubule morphogenesis	0.0008763907927202946	0.0008763907927202946	+1	GATA3,SOX9,WT1
GO:1902895	positive regulation of pri-miRNA transcription by RNA polymerase II	0.0008763907927202946	0.0008763907927202946	+1	TP53,GATA3,WT1
GO:2001235	positive regulation of apoptotic signaling pathway	0.0008890836703087429	0.0008890836703087429	+1	TP53,PTEN
GO:0010038	response to metal ion	0.0009221908095002987	0.0009221908095002987	+1	EGFR,CDH1,AKT1,BRAF,CDKN1B,LRRK2
GO:0003171	atrioventricular valve development	0.0009277519026345268	0.0009277519026345268	+1	NOTCH1,SMAD4,TGFBR2
GO:0007368	determination of left/right symmetry	0.0009308977033343412	0.0009308977033343412	+1	NOTCH1,TBX3,TGFBR2,SOX17,SMAD2
GO:0071481	cellular response to X-ray	0.0009315401843627374	0.0009315401843627374	+1	GATA3,ATM
GO:0070997	neuron death	0.0009427674405177157	0.0009427674405177157	+1	NF1,FBXW7,CTNNB1,AKT1,TLR4,LRRK2
GO:0046822	regulation of nucleocytoplasmic transport	0.0009465175824718358	0.0009465175824718358	+1	TP53,PIK3R1,CDH1
GO:0035850	epithelial cell differentiation involved in kidney development	0.0009482039636323886	0.0009482039636323886	+1	GATA3,CTNNB1,WT1
GO:0060512	prostate gland morphogenesis	0.000950501310021537	0.000950501310021537	+1	SOX9,FGFR2
GO:0048546	digestive tract morphogenesis	0.0009529587830628459	0.0009529587830628459	+1	PDGFRA,FGFR2,SOX17
GO:0030900	forebrain development	0.0009545555392276752	0.0009545555392276752	+1	PTEN,NF1,ERBB4,LRRK2,FGFR2,SIN3A
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	0.000961017496921321	0.000961017496921321	+1	NOTCH1,STK11,EP300,SMAD4,USP9X,TGFBR2,ACVR1B,ACVR2A,SMAD2
GO:0070741	response to interleukin-6	0.000961017496921321	0.000961017496921321	+1	CEBPA,SMAD4,FOXA2,PTPN11
GO:0032869	cellular response to insulin stimulus	0.0009631934788293893	0.0009631934788293893	+1	PIK3CA,APC,PIK3R1
GO:0072655	establishment of protein localization to mitochondrion	0.0009640245385712406	0.0009640245385712406	+1	TP53,FBXW7,BAP1,AKT1,LRRK2
GO:0007411	axon guidance	0.0009640245385712406	0.0009640245385712406	+1	PIK3CA,PIK3R1,NOTCH1,ARHGAP35,EPHA3
GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.0009640245385712406	0.0009640245385712406	+1	TP53,FBXW7,NFE2L2,AKT1,LRRK2
GO:0097485	neuron projection guidance	0.0009640245385712406	0.0009640245385712406	+1	PIK3CA,PIK3R1,NOTCH1,ARHGAP35,EPHA3
GO:0007019	microtubule depolymerization	0.0009721967069086613	0.0009721967069086613	+1	APC,NAV3
GO:0046488	phosphatidylinositol metabolic process	0.0009742710604869548	0.0009742710604869548	+1	PIK3CA,PTEN,PIK3R1
GO:0071371	cellular response to gonadotropin stimulus	0.000985080496896535	0.000985080496896535	+1	NOTCH1,WT1
GO:2000018	regulation of male gonad development	0.000985080496896535	0.000985080496896535	+1	SOX9,WT1
GO:1905941	positive regulation of gonad development	0.000985080496896535	0.000985080496896535	+1	SOX9,WT1
GO:0014014	negative regulation of gliogenesis	0.0009927804728966936	0.0009927804728966936	+1	NF1,NOTCH1
GO:2000278	regulation of DNA biosynthetic process	0.001008878712718252	0.001008878712718252	+1	TP53,ATM,HGF,CDKN1A,ATR
GO:2000617	positive regulation of histone H3-K9 acetylation	0.001008878712718252	0.001008878712718252	+1	BRCA1,SMAD4
GO:1904951	positive regulation of establishment of protein localization	0.001014441401808691	0.001014441401808691	+1	TP53,PIK3R1,FBXW7,CDH1,BAP1
GO:0031668	cellular response to extracellular stimulus	0.001014441401808691	0.001014441401808691	+1	TP53,ARHGAP35,MTOR,LRRK2,FOXA2,CDKN1A
GO:0030168	platelet activation	0.001014441401808691	0.001014441401808691	+1	PIK3CA,PIK3R1,PIK3CG,TLR4,PDGFRA,PTPN11
GO:0042692	muscle cell differentiation	0.0010177237586521618	0.0010177237586521618	+1	NOTCH1,CTNNB1,WT1,KIT,PDGFRA,FGFR2,SMAD4
GO:0046854	phosphatidylinositol phosphorylation	0.0010177237586521618	0.0010177237586521618	+1	PIK3CA,PIK3R1,PIK3CG
GO:0035635	entry of bacterium into host cell	0.0010213771853109798	0.0010213771853109798	+1	CTNNB1,CDH1
GO:0034329	cell junction assembly	0.0010252915152351406	0.0010252915152351406	+1	PTEN,APC,CTNNB1,CDH1,RUNX1,EPHA3
GO:0033233	regulation of protein sumoylation	0.0010373242303885945	0.0010373242303885945	+1	CDKN2A,CTNNB1
GO:1904886	beta-catenin destruction complex disassembly	0.0010373242303885945	0.0010373242303885945	+1	APC,CTNNB1
GO:1903321	negative regulation of protein modification by small protein conjugation or removal	0.0010373242303885945	0.0010373242303885945	+1	CDKN2A,CTNNB1,AKT1,TAF1,RPL5
GO:0070585	protein localization to mitochondrion	0.001042285507829224	0.001042285507829224	+1	TP53,FBXW7,BAP1,AKT1,LRRK2
GO:0070245	positive regulation of thymocyte apoptotic process	0.001042285507829224	0.001042285507829224	+1	TP53
GO:0072716	response to actinomycin D	0.001042285507829224	0.001042285507829224	+1	TP53
GO:0090403	oxidative stress-induced premature senescence	0.001042285507829224	0.001042285507829224	+1	TP53
GO:0051097	negative regulation of helicase activity	0.001042285507829224	0.001042285507829224	+1	TP53
GO:0002761	regulation of myeloid leukocyte differentiation	0.001042285507829224	0.001042285507829224	+1	FBXW7,RUNX1,MTOR,TLR4
GO:0062014	negative regulation of small molecule metabolic process	0.0010469933775254414	0.0010469933775254414	+1	AKT1,SOX9,BRCA1,EP300,NCOR1
GO:0007626	locomotory behavior	0.0010622588108456232	0.0010622588108456232	+1	PTEN,MTOR,FOXA2,NCOR1
GO:0008340	determination of adult lifespan	0.0010622588108456232	0.0010622588108456232	+1	TP53,LRRK2
GO:1990845	adaptive thermogenesis	0.00106837910907311	0.00106837910907311	+1	APC,RB1,NOTCH1,STK11,TLR4
GO:0048806	genitalia development	0.0010931930075674908	0.0010931930075674908	+1	TBX3,WT1,PTPN11
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	0.0010935625726898378	0.0010935625726898378	+1	PIK3CA,PIK3CG
GO:0032526	response to retinoic acid	0.0011102632856795091	0.0011102632856795091	+1	EPHA3,SOX9,ATM,ASXL1
GO:0043966	histone H3 acetylation	0.001119703611951332	0.001119703611951332	+1	BRCA1,SMAD4,BRCA2,SIN3A
GO:0062009	secondary palate development	0.001119703611951332	0.001119703611951332	+1	SMAD4,TGFBR2,SMAD2
GO:0060045	positive regulation of cardiac muscle cell proliferation	0.0011378760271259596	0.0011378760271259596	+1	NOTCH1,ERBB4,FGFR2
GO:1903689	regulation of wound healing, spreading of epidermal cells	0.0011388010673270164	0.0011388010673270164	+1	PTEN,MTOR
GO:0003148	outflow tract septum morphogenesis	0.001144388989757696	0.001144388989757696	+1	FGFR2,SMAD4,TGFBR2
GO:0032868	response to insulin	0.0011496245800998897	0.0011496245800998897	+1	PIK3CA,APC,PIK3R1
GO:0072078	nephron tubule morphogenesis	0.0011515197087682532	0.0011515197087682532	+1	GATA3,SOX9,WT1
GO:0003149	membranous septum morphogenesis	0.0011553629677173813	0.0011553629677173813	+1	FGFR2,TGFBR2
GO:0031295	T cell costimulation	0.0011642141428354143	0.0011642141428354143	+1	PIK3CA,PIK3R1,AKT1,PTPN11
GO:0043523	regulation of neuron apoptotic process	0.0011662899730749154	0.0011662899730749154	+1	NF1,FBXW7,CTNNB1
GO:0044331	cell-cell adhesion mediated by cadherin	0.0011692762955500353	0.0011692762955500353	+1	NOTCH1,FOXA1,FOXA2
GO:0003160	endocardium morphogenesis	0.001175202000616558	0.001175202000616558	+1	NOTCH1,SOX17
GO:0036474	cell death in response to hydrogen peroxide	0.001175202000616558	0.001175202000616558	+1	NFE2L2,HGF,LRRK2
GO:0007064	mitotic sister chromatid cohesion	0.0012087672726231204	0.0012087672726231204	+1	RB1,ATRX,SMC1A
GO:2000435	negative regulation of protein neddylation	0.0012109259909063586	0.0012109259909063586	+1	CDKN2A,RPL5
GO:1905634	regulation of protein localization to chromatin	0.0012296754394236055	0.0012296754394236055	+1	RB1,SETD2
GO:0061005	cell differentiation involved in kidney development	0.0012296754394236055	0.0012296754394236055	+1	GATA3,CTNNB1,WT1
GO:0032102	negative regulation of response to external stimulus	0.001237764512477281	0.001237764512477281	+1	PTEN,GATA3,RB1,NOTCH1
GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	0.0012450623015090247	0.0012450623015090247	+1	VHL,NOTCH1,NFE2L2
GO:0034698	response to gonadotropin	0.0012450623015090247	0.0012450623015090247	+1	NOTCH1,WT1
GO:0061647	histone H3-K9 modification	0.0012493083435488376	0.0012493083435488376	+1	ATRX,BRCA1,SMAD4
GO:0071236	cellular response to antibiotic	0.0012555963899463461	0.0012555963899463461	+1	TP53
GO:0032070	regulation of deoxyribonuclease activity	0.0012555963899463461	0.0012555963899463461	+1	NPM1,AKT1
GO:1902031	regulation of NADP metabolic process	0.0012555963899463461	0.0012555963899463461	+1	TP53
GO:2000739	regulation of mesenchymal stem cell differentiation	0.0012555963899463461	0.0012555963899463461	+1	SOX9,PDGFRA
GO:1904888	cranial skeletal system development	0.0012637278488806364	0.0012637278488806364	+1	PDGFRA,FGFR2,TGFBR2
GO:0071300	cellular response to retinoic acid	0.0012637278488806364	0.0012637278488806364	+1	EPHA3,SOX9,ATM
GO:0045833	negative regulation of lipid metabolic process	0.0012647423177060205	0.0012647423177060205	+1	FBXW7,AKT1,SOX9,BRCA1,NCOR1
GO:1900117	regulation of execution phase of apoptosis	0.0012666554029784683	0.0012666554029784683	+1	TP53,CDKN2A
GO:0001659	temperature homeostasis	0.0012680884396622223	0.0012680884396622223	+1	APC,RB1,NOTCH1,STK11,TLR4
GO:0032925	regulation of activin receptor signaling pathway	0.0012814602092471015	0.0012814602092471015	+1	ACVR1B,ACVR2A,SMAD2
GO:0009855	determination of bilateral symmetry	0.001292287573044377	0.001292287573044377	+1	NOTCH1,TBX3,TGFBR2,SOX17,SMAD2
GO:0036037	CD8-positive, alpha-beta T cell activation	0.0012931780663742029	0.0012931780663742029	+1	RUNX1,CBFB,MAPK8IP1
GO:1901880	negative regulation of protein depolymerization	0.001295141830397467	0.001295141830397467	+1	APC,NAV3
GO:0035196	production of miRNAs involved in gene silencing by miRNA	0.001295141830397467	0.001295141830397467	+1	TP53,EGFR,NCOR1,SMAD2
GO:0048645	animal organ formation	0.0012961025793570735	0.0012961025793570735	+1	WT1,FGFR2,SOX17
GO:0072028	nephron morphogenesis	0.0012980479393335956	0.0012980479393335956	+1	GATA3,SOX9,WT1
GO:0072088	nephron epithelium morphogenesis	0.0012980479393335956	0.0012980479393335956	+1	GATA3,SOX9,WT1
GO:0048755	branching morphogenesis of a nerve	0.001302008058983305	0.001302008058983305	+1	LRRK2,FGFR2
GO:0071599	otic vesicle development	0.001302008058983305	0.001302008058983305	+1	SOX9,FGFR2
GO:0007435	salivary gland morphogenesis	0.001302008058983305	0.001302008058983305	+1	HGF,FGFR2
GO:0030278	regulation of ossification	0.0013050692773812669	0.0013050692773812669	+1	NOTCH1,SOX9,HGF,FGFR2,PTPN11,ACVR2A
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	0.0013050692773812669	0.0013050692773812669	+1	FLT3,ERBB4,KIT,FGFR3
GO:0031294	lymphocyte costimulation	0.0013053982071207838	0.0013053982071207838	+1	PIK3CA,PIK3R1,AKT1,PTPN11
GO:0061136	regulation of proteasomal protein catabolic process	0.0013396872272010802	0.0013396872272010802	+1	FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
GO:0009799	specification of symmetry	0.0013466269763626082	0.0013466269763626082	+1	NOTCH1,TBX3,TGFBR2,SOX17,SMAD2
GO:0010837	regulation of keratinocyte proliferation	0.0013468487134557074	0.0013468487134557074	+1	EPPK1,TLR4,FGFR2
